Pregunta|Respuesta
¿Qué deben hacer los estudiantes de Ingeniería si no aprueban ciertos cursos?|Según el normativo de práticas finales y el artículo 20, los estudiantes que no hayan aprobado ciertos cursos deben realizar los trámites respectivos ante Secretaría Académica de la Facultad de Ingeniería.
¿A qué estudiantes se aplica este artículo?|Según el normativo de práticas finales y el artículo 20, este artículo es aplicable a los estudiantes con carné 2005 o anterior.
¿Cuándo entró en vigencia el presente Normativo?|Según el normativo de práticas finales y el artículo 21, el presente Normativo entró en vigencia a partir del primer semestre del año dos mil seis.
¿A quiénes se aplica el presente Normativo?|Según el normativo de práticas finales y el artículo 21, el presente Normativo es aplicable a estudiantes con carné a partir del 2006.
¿En qué contexto es prioritario el presente Normativo?|Según el normativo de práticas finales y el artículo 21, el presente Normativo es prioritario en la readecuación curricular de la Facultad de Ingeniería.
¿Qué sucede con las disposiciones, normas y reglamentos que contravienen el presente normativo?|Según el normativo de práticas finales y el artículo 22, quedan derogadas todas las disposiciones, normas y reglamentos emitidos por Junta Directiva que contravengan el presente normativo.
¿Quién emitió las disposiciones, normas y reglamentos que ahora están derogados?|Según el normativo de práticas finales y el artículo 22, las disposiciones, normas y reglamentos que ahora están derogados fueron emitidos por la Junta Directiva.
¿Qué sucede si una norma o reglamento emitido por la Junta Directiva contraviene el presente normativo?|Según el normativo de práticas finales y el artículo 22, si una norma o reglamento emitido por la Junta Directiva contraviene el presente normativo, queda derogado.
¿Quién se encarga de resolver los casos que no están previstos en el normativo?|Según el normativo de práticas finales y el artículo 23, los casos no previstos en el presente normativo serán resueltos por la Junta Directiva de la Facultad de Ingeniería.
¿Qué sucede si surge una situación que no está cubierta por el normativo?|Según el normativo de práticas finales y el artículo 23, si surge una situación que no está cubierta por el normativo, la Junta Directiva de la Facultad de Ingeniería se encargará de resolverla.
¿A quién corresponde la responsabilidad de tomar decisiones en situaciones no contempladas en el normativo?|Según el normativo de práticas finales y el artículo 23, la responsabilidad de tomar decisiones en situaciones no contempladas en el normativo corresponde a la Junta Directiva de la Facultad de Ingeniería.
¿Donde puedo encontrar el documento Normativo de práticas finales?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1ImsP72z9BtsML-OZy8vPz0V07ICXcjmZ/view?usp=sharing''
