Pregunta|Respuesta
¿Qué deben hacer los estudiantes de Ingeniería si no aprueban ciertos cursos?|Según el normativo de práticas finales y el artículo 20, los estudiantes que no hayan aprobado ciertos cursos deben realizar los trámites respectivos ante Secretaría Académica de la Facultad de Ingeniería.
¿A qué estudiantes se aplica este artículo?|Según el normativo de práticas finales y el artículo 20, este artículo es aplicable a los estudiantes con carné 2005 o anterior.
¿Cuándo entró en vigencia el presente Normativo?|Según el normativo de práticas finales y el artículo 21, el presente Normativo entró en vigencia a partir del primer semestre del año dos mil seis.
¿A quiénes se aplica el presente Normativo?|Según el normativo de práticas finales y el artículo 21, el presente Normativo es aplicable a estudiantes con carné a partir del 2006.
¿En qué contexto es prioritario el presente Normativo?|Según el normativo de práticas finales y el artículo 21, el presente Normativo es prioritario en la readecuación curricular de la Facultad de Ingeniería.
¿Qué sucede con las disposiciones, normas y reglamentos que contravienen el presente normativo?|Según el normativo de práticas finales y el artículo 22, quedan derogadas todas las disposiciones, normas y reglamentos emitidos por Junta Directiva que contravengan el presente normativo.
¿Quién emitió las disposiciones, normas y reglamentos que ahora están derogados?|Según el normativo de práticas finales y el artículo 22, las disposiciones, normas y reglamentos que ahora están derogados fueron emitidos por la Junta Directiva.
¿Qué sucede si una norma o reglamento emitido por la Junta Directiva contraviene el presente normativo?|Según el normativo de práticas finales y el artículo 22, si una norma o reglamento emitido por la Junta Directiva contraviene el presente normativo, queda derogado.
¿Quién se encarga de resolver los casos que no están previstos en el normativo?|Según el normativo de práticas finales y el artículo 23, los casos no previstos en el presente normativo serán resueltos por la Junta Directiva de la Facultad de Ingeniería.
¿Qué sucede si surge una situación que no está cubierta por el normativo?|Según el normativo de práticas finales y el artículo 23, si surge una situación que no está cubierta por el normativo, la Junta Directiva de la Facultad de Ingeniería se encargará de resolverla.
¿A quién corresponde la responsabilidad de tomar decisiones en situaciones no contempladas en el normativo?|Según el normativo de práticas finales y el artículo 23, la responsabilidad de tomar decisiones en situaciones no contempladas en el normativo corresponde a la Junta Directiva de la Facultad de Ingeniería.
¿Donde puedo encontrar el documento Normativo de práticas finales?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1ImsP72z9BtsML-OZy8vPz0V07ICXcjmZ/view?usp=sharing''
¿Cuál es el procedimiento para organizar el entregable de la conferencia en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. El procedimiento implica la creación de una carta de aprobación de la conferencia que será firmada únicamente por el coordinador DTT para agilizar el proceso. Esta carta debe ser subida por el practicante. No se debe modificar el formato de la carta, solo agregar los datos personales y los datos del docente. La carta debe enviarse al correo dtt.ecys@gmail.com para la firma correspondiente antes de subirla a DTT.
¿Qué correo se debe utilizar en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. Se debe utilizar el correo dtt.ecys@gmail.com.
¿Quién debe firmar la carta de aprobación de la conferencia en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. La carta de aprobación de la conferencia será firmada únicamente por el coordinador DTT.
¿Qué se debe hacer después de obtener la firma en la carta de aprobación de la conferencia?|Según el documento Procedimiento de Conferencias Online. Después de obtener la firma en la carta de aprobación de la conferencia, el practicante debe subir dicha carta a DTT.
¿Cuál es el procedimiento para organizar el entregable de la conferencia en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. El procedimiento implica enviar un correo para solicitar la firma de la carta o el reporte de la conferencia. Para la carta de Vo.Bo de la conferencia, el asunto del correo debe ser “Firma carta conferencia carnet Nombre Curso Sección” y el mensaje debe ser “Se solicita la Vo.Bo para carta aprobación conferencia online carnet Nombre-curso-sec”. Para el Vo.Bo del reporte de la conferencia, el asunto del correo debe ser “Firma Reporte conferencia carnet Nombre Curso Sección” y el mensaje debe ser “Se solicita la vo.bo para subir reporte conferencia online carnet Nombre-curso-sec”. Este procedimiento tiene como objetivo estandarizar y facilitar la publicación y el control de la firma de documentos.
¿Cómo se debe formatear el correo para solicitar la firma de la carta de la conferencia?|Según el documento Procedimiento de Conferencias Online. El asunto del correo debe ser “Firma carta conferencia carnet Nombre Curso Sección” y el mensaje debe ser “Se solicita la Vo.Bo para carta aprobación conferencia online carnet Nombre-curso-sec”.
¿Qué se debe colocar en el encabezado de la hoja de firma del reporte de la conferencia?|Según el documento Procedimiento de Conferencias Online. En el encabezado de la hoja de firma del reporte de la conferencia, se debe colocar el carnet, el nombre, el curso y la sección.
¿Cuál es el formato correcto para el nombre de los archivos de la carta y el informe en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. Para la carta, el formato del nombre del archivo debe ser “carnet-nombre-curso-sec-carta.pdf”. Para el informe de la conferencia, el formato del nombre del archivo debe ser “carnet-nombre-curso-sec-Informe-conferencia.pdf”.
¿A quién se debe enviar el correo con la propuesta del conferencista y el CV en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. El correo con la propuesta del conferencista y el CV debe enviarse al docente del curso.
¿A quién se debe enviar una copia del correo con la propuesta del conferencista y el CV?|Según el documento Procedimiento de Conferencias Online. Una copia del correo con la propuesta del conferencista y el CV debe enviarse al coordinador DTT.
¿Cómo se debe enviar el afiche de la conferencia para ser publicado en las redes de ECYS?|Según el documento Procedimiento de Conferencias Online. El afiche de la conferencia debe enviarse al correo dtt.ecys@gmail.com en formato de imagen (jpg, tif, png).
¿Cómo se debe solicitar la publicación del afiche de la conferencia en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. Para solicitar la publicación del afiche de la conferencia, se debe enviar un correo con el asunto “Publicar Afiche conferencia carnet Nombre Curso Sec”. El mensaje del correo debe incluir el tema de la conferencia, el expositor, el lugar (medio), el enlace de la conferencia, la fecha, la hora y se debe adjuntar la imagen del afiche en formato jpg, png o tif. El nombre del archivo del afiche debe seguir el formato “carnet-Nombre-curso-sec-Afiche”.
¿Qué sucede si no se envía el mensaje de publicación del afiche con los datos solicitados?|Según el documento Procedimiento de Conferencias Online. Si no se envía el mensaje de publicación del afiche con los datos solicitados, el afiche no se publicará.
¿Se debe colocar el título del profesional en el afiche de la conferencia?|Según el documento Procedimiento de Conferencias Online. No se debe colocar el título del profesional en el afiche de la conferencia a menos que se tenga una copia del colegiado activo. La excepción son los docentes de Ecys, quienes por defecto tienen un colegiado activo para impartir clases.
¿Qué tipo de fotos se deben obtener para el reporte de la conferencia en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. Se deben obtener al menos dos selfies donde se pueda ver al tutor junto a su computadora y la pantalla donde se esté realizando la conferencia.
¿Cómo se puede obtener la lista de asistencia de los participantes en la conferencia?|Según el documento Procedimiento de Conferencias Online. La asistencia será la respuesta por medio de chat o correo de los participantes, pidiéndoles que envíen respuesta de su asistencia con el mensaje de respuesta: carnet nombre presente Nombre_conferencia. Esto puede ser un hilo de respuestas por chat en la conferencia o por correo.
¿Cómo se debe obtener la encuesta de la conferencia?|Según el documento Procedimiento de Conferencias Online. Se debe realizar la encuesta al final de la conferencia por medio de un formulario online que deben contestar los participantes. Los resultados de esta encuesta deben agregarse al informe para las estadísticas de respuesta.
¿Qué se debe agregar al informe para validar que es una conferencia válida?|Según el documento Procedimiento de Conferencias Online. Se debe agregar al informe el Link de Invitación a la conferencia y el link donde fue grabada la conferencia en Youtube.
¿Quién firmará el informe de la conferencia en el proceso de prácticas docentes dentro del proyecto DTT?|Según el documento Procedimiento de Conferencias Online. Para agilizar el proceso, el informe de la conferencia solo será firmado por el coordinador DTT.
¿Qué información debe agregarse al encabezado de la página donde se solicita la firma del coordinador DTT en el informe de la conferencia?|Según el documento Procedimiento de Conferencias Online. En el encabezado de la página donde se solicita la firma del coordinador DTT, se debe agregar el carnet, nombre, curso, semestre y año del practicante.
¿Cuándo se pueden subir los documentos (carta de conferencia, informe de conferencia) a DTT?|Según el documento Procedimiento de Conferencias Online. Los documentos pueden subirse a DTT una vez que el coordinador DTT los haya firmado y escaneado. Sin embargo, no se recibirán documentos para firma DTT tres días antes de su vencimiento de subida en DTT.
¿Qué se necesita para poder dar un diploma a los conferencistas durante la situación actual de la pandemia?|Según el documento Procedimiento de Conferencias Online. Para poder dar un diploma a los conferencistas, es obligatorio tener una copia del vídeo de la conferencia, en el que el conferencista indique la fecha y hora en que inicia su conferencia, el tema de la conferencia y el curso al que está apoyando, e indique USAC.
¿Cuántos asistentes deben tener las conferencias?|Según el documento Procedimiento de Conferencias Online. Las conferencias deben tener un mínimo de 10 asistentes, a excepción de los cursos que tengan menos de 10 alumnos de matrícula estudiantil.
¿Donde puedo encontrar el documento Procedimiento de Conferencias Online?|Lo puedes encontrar en: ''https://drive.google.com/file/d/11lXN9CbzHADMKPBACACc-d32P1KR4NnV/view?usp=sharing''
¿Cual es el formato del reporte de mensual DTT?|El formato lo genera DTT, existe un ejemplo llamado ''ejemplo del reporte mensual DTT''.
¿Hay algun ejemplo del reporte mensual DTT?|Si, existe un ejemplo del reporte mensual DTT
¿Donde puedo encontrar el ejemplo del reporte mensual DTT?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1XzYQ4Qw5rZJajzuk1-iMoKcnoVvcmglS/view?usp=sharing''
¿Cuál es el objetivo principal del proyecto “Desarrollo de Transferencia Tecnológica (DTT) en la Escuela de Ingeniería en Ciencias y Sistemas de la Facultad de Ingeniería, USAC?|Según el documento Proyecto DTT. El objetivo principal es crear una figura para administrar las prácticas finales de la Escuela de Ingeniería en Ciencias y Sistemas, de tal forma que los estudiantes que participen puedan participar en varias áreas como la académica, investigación, comunicación, desarrollo, innovación e infraestructura.
¿Cuáles son las áreas en las que los estudiantes pueden participar en el proyecto DTT?|Según el documento Proyecto DTT. Los estudiantes pueden participar en las siguientes áreas: Área académica (como tutores de cursos de Sistemas), Área de investigación (Coecys), Área de Comunicación (Escuela de Sistemas Revista Digital), Área de Desarrollo (Centro de cálculo), Área de Innovación (Proyectos Innovadores), y Línea de Infraestructura (Saesap, ITCOe, Proyecto Rectoria).
¿Qué actividades se realizan en el Área de Innovación del proyecto DTT?|Según el documento Proyecto DTT. En el Área de Innovación del proyecto DTT, los estudiantes pueden participar en Proyectos Innovadores.
¿Qué se hace en la Línea de Infraestructura del proyecto DTT?|Según el documento Proyecto DTT. En la Línea de Infraestructura del proyecto DTT, los estudiantes pueden participar en Saesap, ITCOe, y el Proyecto Rectoria.
¿Qué es el proyecto “Desarrollo de Transferencia Tecnológica (DTT) de la Escuela de Ingeniería en Ciencias y Sistemas de la Facultad de Ingeniería, USAC?|Según el documento Proyecto DTT. El proyecto DTT es el vínculo entre los estudiantes universitarios de Práctica Final de la Escuela de Ingeniería en Ciencias y Sistemas y el mundo laboral, la investigación, el emprendimiento y el estado. Este vínculo permite a los alumnos conocer elementos del mercado laboral y las necesidades tecnológicas en Guatemala.
¿Cómo contribuye el proyecto DTT a la comunicación y difusión de investigaciones y proyectos innovadores?|Según el documento Proyecto DTT. El proyecto DTT genera un canal de comunicación para socializar y difundir las investigaciones y proyectos innovadores desarrollados en la Escuela de Ingeniería en Ciencias y Sistemas, a través de la publicación de artículos preparados por los estudiantes en la página WEB y en el Fan Page destinados para este proyecto.
¿Cómo fortalece el proyecto DTT el vínculo entre las autoridades de la Escuela de Ingeniería en Ciencias y Sistemas, los docentes, y los estudiantes?|Según el documento Proyecto DTT. El proyecto DTT permitirá fortalecer el vínculo entre las autoridades de la Escuela de Ingeniería en Ciencias y Sistemas, los docentes, los estudiantes de práctica final, los estudiantes de práctica intermedia y las distintas unidades de investigación y desarrollo de la Facultad de Ingeniería.
¿Donde puedo encontrar el documento Proyecto DTT?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1G7QPXk5kMGWobvm_TSJdFqe9EgPZ4JB7/view?usp=sharing''
¿Dónde puedo encontrar información sobre el Acuerdo de Cumplimiento Ético y Profesional de la Práctica Docente?|Esta información la puedes encontrar en la plantilla “SLA DE CUMPLIMIENTO ETICO Y PROFESIONAL DE PRACTICA PROYECTO DTT”.
¿Qué documento establece las competencias profesionales y valores éticos para el desarrollo de la práctica docente?|Esta información la puedes encontrar en la plantilla “SLA DE CUMPLIMIENTO ETICO Y PROFESIONAL DE PRACTICA PROYECTO DTT”.
¿En qué documento se basa la Universidad de San Carlos para la evaluación y promoción del estudiante?|Esta información la puedes encontrar en la plantilla “SLA DE CUMPLIMIENTO ETICO Y PROFESIONAL DE PRACTICA PROYECTO DTT”.
¿Dónde puedo encontrar las normas de la práctica docente de la escuela de Ciencias y Sistemas?|Esta información la puedes encontrar en la plantilla “SLA DE CUMPLIMIENTO ETICO Y PROFESIONAL DE PRACTICA PROYECTO DTT”.
¿Donde puedo encontrar la plantilla de SLA de Cumplimiento Etico y Profesional de Practica Proyecto DTT?|Lo puedes encontrar en: ''https://docs.google.com/document/d/1u3RyNmNcK5InWZfbD7KAWJdPWyWO8QXN/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar guía para la elaboración de un artículo?|Lo puedes encontrar en: ''https://drive.google.com/drive/folders/1g3WNCfDKGGTkSpywSGokqQgiA0ZuV6A3?usp=sharing''
¿Donde puedo encontrar ejemplo sobre la elaboración de un artículo?|Lo puedes encontrar en: ''https://drive.google.com/drive/folders/1g3WNCfDKGGTkSpywSGokqQgiA0ZuV6A3?usp=sharing''
¿Donde puedo encontrar un ejemplo de un artículo?|Lo puedes encontrar en: ''https://drive.google.com/drive/folders/1g3WNCfDKGGTkSpywSGokqQgiA0ZuV6A3?usp=sharing''
¿Donde puedo encontrar la plantilla de datos generales|Lo puedes encontrar en: ''https://drive.google.com/drive/folders/1g3WNCfDKGGTkSpywSGokqQgiA0ZuV6A3?usp=sharing''
¿Cómo elaboro el artículo?|Para la elaboración del artículo existen guías llamadas ''ejemplo de un artículo''.
¿Qué tipo de vocabulario debe usar un tutor académico según el manual de comportamiento?|Según el documento Manual de comportamiento. Un tutor académico debe utilizar un vocabulario profesional y evitar las palabras que puedan ofender a los estudiantes y/o a cualquier persona que acceda a la clase.
¿Cuál es la responsabilidad del tutor respecto a los comportamientos no adecuados de los alumnos?|Según el documento Manual de comportamiento. El tutor debe limitar comportamientos no adecuados de parte de los alumnos asegurando un ambiente respetuoso, amigable pero profesional.
¿Qué ambiente debe asegurar el tutor en la clase?|Según el documento Manual de comportamiento. El tutor debe asegurar un ambiente respetuoso, amigable pero profesional.
¿Qué acciones debe tomar un tutor si observa comportamientos no adecuados en la clase?|Según el documento Manual de comportamiento. El tutor debe limitar estos comportamientos para asegurar un ambiente respetuoso, amigable pero profesional.
¿Por qué es importante que el tutor use un vocabulario profesional?|Según el documento Manual de comportamiento. Es importante para evitar ofender a los estudiantes y/o a cualquier persona que acceda a la clase y mantener un ambiente de respeto y profesionalismo.
¿Qué se busca lograr con la limitación de comportamientos no adecuados por parte del tutor?|Según el documento Manual de comportamiento. Se busca asegurar un ambiente de respeto, amistad y profesionalismo dentro de la clase.
¿Cuánto tiempo debe permanecer el tutor en la clase de laboratorio?|Según el documento Manual de comportamiento. El tutor debe permanecer en la clase de laboratorio el tiempo establecido según el reglamento DSI(104).
¿Qué debe dejar de lado el tutor durante el tiempo de clase de laboratorio?|Según el documento Manual de comportamiento. El tutor debe dejar de lado las actividades personales o laborales de otra institución o dependencia.
¿Existen excepciones para que el tutor pueda atender actividades personales o laborales durante la clase? Si es así, ¿cuáles son?|Según el documento Manual de comportamiento. Sí, existen excepciones en caso de emergencias justificables ante los entes correspondientes, utilizando los medios oficiales de la institución.
¿Qué proceso deben seguir las emergencias justificables para ser aceptadas?|Según el documento Manual de comportamiento. Las emergencias justificables deben ser sometidas a un proceso de evaluación realizado por la coordinación de tutores académicos para su aval.
¿Qué debe hacer un tutor si surge una emergencia personal durante la clase de laboratorio?|Según el documento Manual de comportamiento. El tutor debe justificar la emergencia ante los entes correspondientes utilizando los medios oficiales de la institución y someterse a un proceso de evaluación por la coordinación de tutores académicos para su aval.
¿Qué responsabilidad tiene el tutor en relación a los temas a tratar durante los horarios de laboratorio?|Según el documento Manual de comportamiento. El tutor tiene la responsabilidad de asegurar que los temas a tratar en los horarios de laboratorio correspondan al contenido del curso y brinden conocimiento a los estudiantes.
¿Por qué es importante que los temas tratados en el laboratorio correspondan al contenido del curso?|Según el documento Manual de comportamiento. Es importante porque garantiza que los estudiantes reciban conocimiento relevante y útil que esté alineado con los objetivos del curso.
¿Qué debe garantizar el tutor respecto al contenido de los temas en los laboratorios?|Según el documento Manual de comportamiento. El tutor debe garantizar que los temas tratados en los laboratorios correspondan al contenido del curso y sean educativos para los estudiantes.
¿Qué tipo de temas no deben ser incluidos en los horarios de laboratorio según el manual?|Según el documento Manual de comportamiento. No deben ser incluidos temas que no correspondan al contenido del curso o que no brinden conocimiento a los estudiantes.
¿Cuál es el objetivo principal de los temas tratados en los horarios de laboratorio?|Según el documento Manual de comportamiento. El objetivo principal es brindar conocimiento a los estudiantes que sea relevante y que esté alineado con el contenido del curso.
¿Cómo debe utilizarse el contenido del laboratorio según el manual de comportamiento?|Según el documento Manual de comportamiento. El contenido del laboratorio debe utilizarse correctamente, desarrollando los ejemplos necesarios para que los estudiantes comprendan todos los temas.
¿Cuál es el objetivo de desarrollar ejemplos en el laboratorio?|Según el documento Manual de comportamiento. El objetivo es asegurar que los estudiantes comprendan todos los temas tratados en el laboratorio.
¿Qué se debe hacer para que los estudiantes comprendan todos los temas del laboratorio?|Según el documento Manual de comportamiento. Se deben desarrollar ejemplos necesarios que ayuden a la comprensión de los temas.
¿Qué implica el uso correcto del contenido de laboratorio?|Según el documento Manual de comportamiento. Implica desarrollar los ejemplos necesarios que permitan a los estudiantes entender completamente los temas tratados.
¿Cuál es la responsabilidad del tutor respecto a los ejemplos en el laboratorio?|Según el documento Manual de comportamiento. El tutor tiene la responsabilidad de desarrollar ejemplos que faciliten la comprensión de todos los temas por parte de los estudiantes.
¿Qué tipo de actividades deben ser planificadas en el DTT según el manual de comportamiento?|Según el documento Manual de comportamiento. Las actividades como evaluaciones, hojas de trabajo y ejercicios en laboratorio deben ser planificadas en el DTT.
¿Qué herramienta se debe utilizar para presentar actividades planificadas durante las auditorías de asistencia?|Según el documento Manual de comportamiento. Se debe utilizar una presentación compartida en pantalla para mostrar las actividades planificadas durante las auditorías de asistencia.
¿Qué información debe incluir la presentación utilizada para actividades planificadas?|Según el documento Manual de comportamiento. La presentación debe incluir el nombre de la actividad, la hora y minuto de inicio y finalización, la duración de la actividad, la cantidad de alumnos realizando la actividad, y una lista de alumnos identificados con carné, nombre y apellido.
¿Cómo se debe registrar la información de los alumnos participantes en las actividades planificadas?|Según el documento Manual de comportamiento. La información de los alumnos debe obtenerse a través del chat y pegarse en la presentación.
¿Por qué es importante utilizar una presentación durante las actividades planificadas en el laboratorio?|Según el documento Manual de comportamiento. Es importante para garantizar que las actividades sean planificadas y autorizadas, y para que las auditorías de asistencia no afecten el tiempo efectivo de las actividades.
¿Qué documento oficial se proporciona para usar en las presentaciones de actividades planificadas?|Según el documento Manual de comportamiento. Se proporciona una plantilla oficial para usar en las presentaciones de actividades planificadas.
¿Qué es necesario hacer al inicio del laboratorio para confirmar que la grabación corresponde al día indicado?|Según el documento Manual de comportamiento. Es necesario utilizar una presentación compartida en pantalla al momento de iniciar el laboratorio.
¿Cuál es el propósito de utilizar una presentación compartida en pantalla al inicio del laboratorio?|Según el documento Manual de comportamiento. El propósito es confirmar que la grabación corresponde al día indicado.
¿Qué información debe incluir la presentación utilizada al inicio del laboratorio?|Según el documento Manual de comportamiento. La presentación debe incluir la fecha, la hora y minuto de inicio del laboratorio, el nombre del curso y sección, y el nombre del tutor.
¿Por qué es importante la información de fecha y hora en la presentación inicial del laboratorio?|Según el documento Manual de comportamiento. Es importante para verificar y confirmar que la grabación corresponde al día y tiempo correctos.
¿Qué se debe mostrar en la pantalla al iniciar el laboratorio?|Según el documento Manual de comportamiento. Se debe mostrar una presentación que incluya la fecha, hora y minuto de inicio, el nombre del curso y sección, y el nombre del tutor.
¿Cómo deben dirigirse los tutores académicos a los estudiantes?|Según el documento Manual de comportamiento. Los tutores académicos deben dirigirse a los estudiantes de manera profesional, asumiendo su rol asignado por la institución.
¿Qué rol deben asumir los tutores académicos al interactuar con los estudiantes?|Según el documento Manual de comportamiento. Los tutores académicos deben asumir el rol de tutor académico asignado por la institución.
¿Qué deben separar los tutores académicos en su interacción con los estudiantes?|Según el documento Manual de comportamiento. Los tutores académicos deben separar el área laboral de lo personal en su interacción con los estudiantes.
¿Por qué es importante que los tutores mantengan un comportamiento profesional con los estudiantes?|Según el documento Manual de comportamiento. Es importante para mantener la ética y el profesionalismo en el entorno educativo, asegurando un ambiente respetuoso y adecuado para el aprendizaje.
¿Qué implica asumir el rol de tutor académico para los tutores?|Según el documento Manual de comportamiento. Implica dirigirse a los estudiantes de manera profesional, manteniendo la separación entre lo laboral y lo personal, y cumpliendo con las responsabilidades asignadas por la institución.
¿Qué tipo de actividades deben realizar los tutores académicos?|Según el documento Manual de comportamiento. Los tutores académicos deben realizar actividades correspondientes a la temática del curso y actividades autorizadas por la institución, como conferencias DTT y calificaciones.
¿Qué significa DTT en el contexto de las actividades de los tutores?|Según el documento Manual de comportamiento. DTT se refiere a las conferencias y actividades planificadas y autorizadas por la institución que los tutores deben realizar.
¿Pueden los tutores realizar actividades no autorizadas por la institución?|Según el documento Manual de comportamiento. No, los tutores solo deben realizar actividades que sean autorizadas por la institución.
¿Qué debe garantizar un tutor académico al realizar una actividad?|Según el documento Manual de comportamiento. Un tutor académico debe garantizar que la actividad corresponde a la temática del curso y que está autorizada por la institución.
¿Qué tipo de actividades específicas pueden incluir las tareas de los tutores académicos?|Según el documento Manual de comportamiento. Las tareas de los tutores académicos pueden incluir conferencias DTT y actividades de calificación.
¿Cómo se contabiliza el tiempo efectivo cuando se abren espacios para dudas al final del laboratorio?|Según el documento Manual de comportamiento. El tiempo se contabiliza como efectivo si se nota actividad e interacción entre el tutor y los alumnos. De lo contrario, se considera como tiempo no efectivo.
¿Qué debe hacer un tutor académico si una conferencia DTT termina antes del tiempo programado?|Según el documento Manual de comportamiento. El tutor debe completar la clase para no afectar su tiempo efectivo.
¿Qué sucede si no hay interacción entre el tutor y los alumnos al final de un laboratorio?|Según el documento Manual de comportamiento. El tiempo no se contabiliza como efectivo si no hay interacción entre el tutor y los alumnos.
¿Qué se entiende por tiempo efectivo en el contexto de un laboratorio?|Según el documento Manual de comportamiento. Tiempo efectivo se refiere al tiempo en que hay actividad e interacción relevante entre el tutor y los alumnos, contribuyendo al aprendizaje.
¿Cuál es la obligación del tutor académico respecto al tiempo efectivo durante las conferencias DTT?|Según el documento Manual de comportamiento. Es obligación del tutor completar el tiempo de la clase en caso de que la conferencia DTT termine antes del tiempo previsto, para asegurar que el tiempo efectivo no se vea afectado.
¿Qué se debe establecer en las actividades que requieran calificación?|Según el documento Manual de comportamiento. Se deben establecer parámetros claros de calificación y ponderación.
¿Cómo se debe planificar la establecimiento de parámetros de calificación?|Según el documento Manual de comportamiento. Se debe planificar de manera establecida en hojas de calificación avaladas por el docente.
¿Qué se garantiza al aplicar lo establecido en las actividades de calificación?|Según el documento Manual de comportamiento. Se garantiza la aplicación de lo establecido para obtener un resultado de calificación equitativa y transparente.
¿Qué se debe evitar al establecer los parámetros de calificación?|Según el documento Manual de comportamiento. Se debe evitar improvisar ante los alumnos.
¿Qué tipo de materiales son necesarios para el desarrollo del tema de laboratorio según el texto?|Según el documento Manual de comportamiento. Según el texto, se necesitan presentaciones, material de ejemplos y videos ilustrativos (preferiblemente de corta duración) para cumplir con el contenido y los tiempos establecidos por la institución.
¿Por qué se menciona que los videos deben tener tiempos cortos?|Según el documento Manual de comportamiento. Los videos deben tener tiempos cortos para mantener la atención de los alumnos y asegurar una interacción directa con ellos durante la clase de laboratorio.
¿Por qué se enfatiza en la necesidad de evitar clases grabadas?|Según el documento Manual de comportamiento. Se evitan las clases grabadas para asegurar la interacción directa con los alumnos durante el laboratorio, permitiendo así una comunicación más efectiva y la posibilidad de responder a preguntas y dudas en tiempo real.
¿Qué se busca garantizar al contar con el material adecuado?|Según el documento Manual de comportamiento. Al contar con el material adecuado, se busca cumplir con los contenidos y los tiempos establecidos para el laboratorio, asegurando así una enseñanza efectiva y una experiencia de aprendizaje óptima para los alumnos.
¿Cuál es el propósito principal de contar con presentaciones, material de ejemplos y videos ilustrativos?|Según el documento Manual de comportamiento. El propósito principal es facilitar la comprensión de los temas de laboratorio y reforzar el aprendizaje mediante diferentes recursos visuales y ejemplos prácticos.
¿Qué aspectos se deben considerar al evaluar el rendimiento de los alumnos según el texto?|Según el documento Manual de comportamiento. Se deben considerar la objetividad, la veracidad y la responsabilidad.
¿Por qué es importante evaluar el rendimiento de los alumnos de manera objetiva?|Según el documento Manual de comportamiento. La evaluación objetiva garantiza imparcialidad y justicia en el proceso de evaluación, lo que ayuda a mantener la equidad entre los estudiantes.
¿Qué significa evaluar de forma veraz el rendimiento de los alumnos?|Según el documento Manual de comportamiento. Significa proporcionar una evaluación precisa y honesta que refleje con precisión el desempeño real de los estudiantes, sin distorsiones ni sesgos.
¿Cuál es la responsabilidad del evaluador al evaluar el rendimiento de los alumnos?|Según el documento Manual de comportamiento. El evaluador tiene la responsabilidad de asegurarse de que el proceso de evaluación sea justo, transparente y beneficioso para el desarrollo académico de los estudiantes.
¿Qué podría ocurrir si la evaluación del rendimiento de los alumnos no se realiza de manera objetiva, veraz y responsable?|Según el documento Manual de comportamiento. Si la evaluación no se realiza de manera adecuada, podría conducir a resultados injustos, desmotivación de los estudiantes y una percepción negativa del sistema educativo en general.
¿Cuál es el propósito de la solución de atención a dudas a estudiantes?|Según el documento Manual de comportamiento. El propósito es proporcionar claridad y resolver las preguntas de los estudiantes en los momentos apropiados y según los procedimientos establecidos por la institución.
¿Cómo se determinan los tiempos adecuados para la atención a dudas de los estudiantes?|Según el documento Manual de comportamiento. Los tiempos adecuados son establecidos y oficializados por la institución, siguiendo sus normativas y políticas.
¿Dónde deben los estudiantes plantear sus dudas para recibir atención?|Según el documento Manual de comportamiento. Las dudas deben plantearse en los foros correspondientes, que son los canales designados por la institución para la interacción y comunicación entre estudiantes y personal educativo.
¿Qué importancia tiene la oficialización de los tiempos de atención a dudas?|Según el documento Manual de comportamiento. La oficialización garantiza que los estudiantes reciban atención en momentos consistentes y predecibles, evitando confusiones y asegurando una experiencia educativa organizada y efectiva.
¿Qué se entiende por ''foros correspondientes'' en este contexto?|Según el documento Manual de comportamiento. Los ''foros correspondientes'' se refieren a los espacios designados por la institución para la discusión y resolución de dudas relacionadas con el contenido académico, donde los estudiantes pueden interactuar con sus compañeros y profesores.
¿Qué deben garantizar todos los tutores académicos en relación con sus cámaras durante el desarrollo de un laboratorio?|Según el documento Manual de comportamiento. Todos los tutores académicos deben garantizar que sus cámaras estén encendidas durante los primeros 15 minutos de inicio y los últimos 15 minutos antes de finalizar el desarrollo del laboratorio.
¿Por qué es importante que los tutores garanticen que la imagen de su cámara esté visible en la grabación generada durante el laboratorio?|Según el documento Manual de comportamiento. Es importante para garantizar que el tutor esté presente durante el desarrollo del laboratorio, lo cual es necesario para la supervisión y la calidad de la enseñanza. Esto también ayuda a evitar justificaciones o reclamos posteriores.
¿Quién será responsable de auditar el cumplimiento de la activación de las cámaras por parte de los tutores durante los laboratorios?|Según el documento Manual de comportamiento. El Departamento de Sistemas de Información (DSI) será responsable de auditar el cumplimiento de este requisito durante el proceso de auditorías de asistencias de los laboratorios.
